0,0,3,0,13
0,1,3,0,3
0,2,3,0,22
0,3,3,8,0
0,4,8,0,4
0,5,8,0,8
0,6,8,0,22
0,7,8,0,7
0,8,8,0,8
0,9,8,0,17
0,10,8,0,15
0,11,8,0,11
0,12,8,0,2
0,13,8,0,6
0,14,8,0,14
0,15,8,0,3
0,16,8,0,6
0,17,8,0,7
0,18,8,0,3
0,19,8,0,16
0,20,8,0,17
0,21,3,8,14
0,22,3,8,17
0,23,8,0,12
0,24,8,0,11
0,25,8,0,7
0,26,8,0,19
0,27,8,0,0
0,28,8,0,16
0,29,8,0,17
0,30,8,0,22
0,31,8,0,11
0,32,8,0,22
0,33,8,0,5
0,34,9,8,6
0,35,9,0,23
0,36,9,0,23
0,37,9,0,15
0,38,9,8,18
0,39,8,0,19
0,40,8,0,7
0,41,8,0,23
0,42,8,0,19
0,43,8,0,18
0,44,8,0,15
0,45,8,0,10
0,46,8,0,18
0,47,3,8,21
0,48,3,8,20
0,49,3,0,10
1,0,3,0,1
1,1,3,0,14
1,2,3,0,6
1,3,3,8,18
1,4,8,0,16
1,5,8,0,8
1,6,8,0,10
1,7,8,0,18
1,8,8,0,5
1,9,8,0,4
1,10,8,0,24
1,11,8,0,2
1,12,8,0,23
1,13,8,0,13
1,14,8,0,7
1,15,8,0,15
1,16,8,0,8
1,17,8,0,6
1,18,8,0,3
1,19,8,0,18
1,20,3,8,14
1,21,3,0,20
1,22,3,8,3
1,23,8,0,15
1,24,8,0,11
1,25,8,0,5
1,26,8,0,4
1,27,8,0,4
1,28,8,0,17
1,29,8,0,16
1,30,8,0,10
1,31,8,0,11
1,32,8,0,14
1,33,8,0,16
1,34,9,8,24
1,35,9,0,23
1,36,9,0,22
1,37,9,8,15
1,38,8,0,5
1,39,8,0,10
1,40,8,0,20
1,41,8,0,6
1,42,8,0,5
1,43,8,0,24
1,44,8,0,9
1,45,8,0,9
1,46,8,0,22
1,47,3,8,8
1,48,3,8,7
1,49,3,0,18
2,0,3,0,20
2,1,3,0,7
2,2,3,8,0
2,3,3,8,16
2,4,8,0,20
2,5,8,0,14
2,6,8,0,24
2,7,8,0,22
2,8,8,0,14
2,9,8,0,10
2,10,8,0,7
2,11,8,0,10
2,12,8,0,2
2,13,8,0,6
2,14,8,0,22
2,15,8,0,16
2,16,8,0,13
2,17,8,0,5
2,18,8,0,12
2,19,3,8,6
2,20,3,0,15
2,21,3,0,4
2,22,3,8,18
2,23,8,0,19
2,24,8,0,6
2,25,8,0,24
2,26,8,0,14
2,27,8,0,18
2,28,8,0,7
2,29,8,0,19
2,30,8,0,15
2,31,8,0,20
2,32,8,0,13
2,33,9,8,6
2,34,9,0,11
2,35,9,0,14
2,36,9,8,10
2,37,8,0,19
2,38,8,0,20
2,39,8,0,1
2,40,8,0,6
2,41,8,0,7
2,42,8,0,3
2,43,9,8,16
2,44,8,0,13
2,45,8,0,16
2,46,8,0,8
2,47,8,0,16
2,48,3,8,22
2,49,3,0,0
3,0,3,0,4
3,1,3,0,9
3,2,3,8,4
3,3,3,8,1
3,4,8,0,1
3,5,8,0,17
3,6,8,0,15
3,7,8,0,22
3,8,8,0,1
3,9,8,0,7
3,10,8,0,11
3,11,8,0,9
3,12,8,0,9
3,13,8,0,16
3,14,8,0,1
3,15,8,0,1
3,16,8,0,5
3,17,8,0,13
3,18,8,0,9
3,19,3,8,24
3,20,3,0,18
3,21,3,8,15
3,22,8,0,2
3,23,8,0,22
3,24,8,0,17
3,25,8,0,9
3,26,8,0,16
3,27,8,0,23
3,28,8,0,20
3,29,8,0,24
3,30,8,0,17
3,31,8,0,11
3,32,8,0,6
3,33,9,8,24
3,34,9,0,11
3,35,9,8,15
3,36,8,0,18
3,37,8,0,3
3,38,8,0,12
3,39,8,0,23
3,40,8,0,7
3,41,8,0,15
3,42,9,8,14
3,43,9,8,17
3,44,8,0,22
3,45,8,0,20
3,46,8,0,14
3,47,8,0,19
3,48,3,8,24
3,49,3,0,4
4,0,3,0,10
4,1,3,0,23
4,2,3,0,6
4,3,3,8,18
4,4,8,0,11
4,5,8,0,5
4,6,8,0,3
4,7,8,0,4
4,8,8,0,14
4,9,8,0,23
4,10,8,0,9
4,11,8,0,24
4,12,8,0,10
4,13,8,0,9
4,14,8,0,21
4,15,8,0,10
4,16,8,0,12
4,17,8,0,12
4,18,3,8,11
4,19,3,0,22
4,20,3,8,0
4,21,8,0,5
4,22,8,0,6
4,23,8,0,17
4,24,8,0,4
4,25,8,0,5
4,26,8,0,15
4,27,8,0,20
4,28,8,0,2
4,29,8,0,2
4,30,8,0,14
4,31,9,8,16
4,32,9,8,9
4,33,9,0,9
4,34,9,8,15
4,35,8,0,11
4,36,8,0,22
4,37,8,0,22
4,38,8,0,7
4,39,8,0,13
4,40,8,0,24
4,41,9,8,19
4,42,9,0,12
4,43,9,8,18
4,44,8,0,0
4,45,8,0,21
4,46,8,0,5
4,47,3,8,6
4,48,3,0,19
4,49,3,0,1
5,0,3,0,13
5,1,3,0,6
5,2,3,8,0
5,3,8,0,19
5,4,8,0,10
5,5,8,0,9
5,6,8,0,3
5,7,8,0,19
5,8,8,0,15
5,9,8,0,4
5,10,8,0,7
5,11,8,0,19
5,12,8,0,10
5,13,8,0,0
5,14,8,0,4
5,15,8,0,21
5,16,8,0,13
5,17,3,8,6
5,18,3,0,23
5,19,3,0,14
5,20,3,8,18
5,21,8,0,9
5,22,3,8,16
5,23,8,0,13
5,24,8,0,5
5,25,8,0,10
5,26,8,0,4
5,27,8,0,12
5,28,8,0,19
5,29,8,0,23
5,30,9,8,11
5,31,9,8,4
5,32,9,0,1
5,33,9,8,0
5,34,8,0,6
5,35,8,0,16
5,36,8,0,3
5,37,8,0,10
5,38,8,0,7
5,39,8,0,20
5,40,9,8,6
5,41,9,0,11
5,42,9,8,0
5,43,8,0,12
5,44,8,0,5
5,45,8,0,24
5,46,8,0,19
5,47,3,8,24
5,48,3,0,18
5,49,3,0,10
6,0,3,0,15
6,1,3,0,18
6,2,3,8,17
6,3,8,0,3
6,4,8,0,18
6,5,8,0,6
6,6,8,0,10
6,7,8,0,7
6,8,8,0,21
6,9,8,0,18
6,10,8,0,7
6,11,8,0,24
6,12,8,0,14
6,13,8,0,19
6,14,8,0,6
6,15,8,0,8
6,16,8,0,13
6,17,3,8,7
6,18,3,0,18
6,19,3,8,0
6,20,3,8,16
6,21,3,8,14
6,22,3,8,3
6,23,8,0,13
6,24,8,0,9
6,25,8,0,3
6,26,8,0,20
6,27,8,0,14
6,28,8,0,14
6,29,9,8,6
6,30,9,0,2
6,31,9,0,10
6,32,9,0,18
6,33,9,8,18
6,34,8,0,24
6,35,8,0,23
6,36,8,0,8
6,37,8,0,22
6,38,8,0,15
6,39,8,0,14
6,40,9,8,24
6,41,9,0,15
