0,0,3,0,20
0,1,3,0,21
0,2,3,0,4
0,3,3,0,0
0,4,3,0,11
0,5,3,0,22
0,6,3,0,19
0,7,3,0,24
0,8,3,0,23
0,9,3,0,9
0,10,3,0,3
0,11,2,3,6
0,12,2,0,22
0,13,2,0,12
0,14,2,0,11
0,15,2,0,0
0,16,2,0,19
0,17,2,0,5
0,18,2,0,17
0,19,2,0,19
0,20,2,0,22
0,21,2,3,1
0,22,2,3,16
0,23,3,0,8
0,24,3,0,14
0,25,2,3,11
0,26,2,0,7
0,27,2,0,18
0,28,2,0,4
0,29,2,3,20
0,30,2,3,20
0,31,2,3,20
0,32,2,3,20
0,33,2,0,13
0,34,2,0,10
0,35,2,0,1
0,36,2,0,20
0,37,2,0,19
0,38,2,0,22
0,39,2,0,6
0,40,2,0,16
0,41,2,0,8
0,42,2,3,0
0,43,3,0,1
0,44,3,0,3
0,45,3,0,4
0,46,2,3,24
0,47,2,0,22
0,48,2,0,18
0,49,2,0,10
0,50,2,0,5
0,51,2,0,1
0,52,2,0,10
0,53,2,0,7
0,54,2,0,3
0,55,2,0,8
0,56,2,0,21
0,57,2,3,2
0,58,3,0,21
0,59,3,0,23
0,60,3,0,15
0,61,3,0,17
0,62,3,0,3
0,63,3,0,11
1,0,3,0,21
1,1,3,0,4
1,2,3,0,0
1,3,3,0,19
1,4,3,0,3
1,5,3,0,11
1,6,3,0,8
1,7,3,0,14
1,8,3,0,16
1,9,3,0,15
1,10,3,0,18
1,11,2,3,24
1,12,2,0,16
1,13,2,0,19
1,14,2,0,0
1,15,2,0,9
1,16,2,0,23
1,17,2,0,12
1,18,2,0,10
1,19,2,0,20
1,20,2,0,10
1,21,2,3,4
1,22,2,3,3
1,23,3,0,24
1,24,2,3,14
1,25,2,0,4
1,26,2,0,8
1,27,2,0,7
1,28,2,3,5
1,29,2,3,8
1,30,2,3,8
1,31,2,3,8
1,32,2,3,24
1,33,2,0,22
1,34,2,0,20
1,35,2,0,0
1,36,2,0,17
1,37,2,0,14
1,38,2,0,14
1,39,2,0,13
1,40,2,0,11
1,41,2,0,1
1,42,2,3,18
1,43,3,0,20
1,44,3,0,23
1,45,2,3,9
1,46,2,0,11
1,47,2,0,15
1,48,2,0,8
1,49,2,0,7
1,50,2,0,18
1,51,2,0,17
1,52,2,0,4
1,53,2,0,14
1,54,2,0,17
1,55,2,0,8
1,56,2,0,2
1,57,2,3,18
1,58,3,0,22
1,59,3,0,16
1,60,3,0,7
1,61,3,0,18
1,62,3,0,20
2,0,3,0,1
2,1,3,0,7
2,2,3,0,5
2,3,3,0,16
2,4,3,0,5
2,5,3,0,20
2,6,3,0,12
2,7,3,0,0
2,8,3,0,12
2,9,3,0,24
